Gene_ID,Gene_Name,Colon_FoldChange,Colon_pValue,Lung_FoldChange,Lung_pValue,Abs_Colon_FoldChange,Abs_Lung_FoldChange
ENSG00000279294,ENSG00000279294,-1.8,0.0345890373993928,-1.3,0.266974061481303,1.8,1.3
ENSG00000279296,PRAL,-2.3,0.0103381976067862,-1.8,0.0802229471117293,2.3,1.8
ENSG00000279328,ENSG00000279328,-2.1,0.0079269117546374,-1.9,0.042626165067631,2.1,1.9
ENSG00000279344,ENSG00000279344,-1.7,0.0036057173507531,-0.1,0.916555959773072,1.7,0.1
ENSG00000279347,ENSG00000279347,-2.2,0.000325130585464771,0.2,0.887260637090216,2.2,0.2
ENSG00000279355,ENSG00000279355,-2.0,0.0154156713122976,-1.0,0.379329720485642,2.0,1.0
ENSG00000279361,ENSG00000279361,-2.3,0.0226382377758549,0.6,0.654146857877232,2.3,0.6
ENSG00000279366,ENSG00000279366,-2.1,7.83670568423909e-05,-0.5,0.406841383578033,2.1,0.5
ENSG00000279369,ENSG00000279369,-1.8,0.0251458415552544,-0.3,0.788350818110747,1.8,0.3
ENSG00000279378,ENSG00000279378,-2.9,0.0075928058279932,-2.2,0.105411103779537,2.9,2.2
ENSG00000279401,ENSG00000279401,-4.4,9.84102637246108e-07,-2.2,0.0468072368391194,4.4,2.2
ENSG00000279409,ENSG00000279409,-3.0,0.0100262413137072,0.4,0.79092295455396,3.0,0.4
ENSG00000279410,ENSG00000279410,-1.7,0.0099512142519429,-0.8,0.342772986289139,1.7,0.8
ENSG00000279412,ENSG00000279412,-1.9,0.0304613556883078,-1.2,0.257503487623586,1.9,1.2
ENSG00000279427,ENSG00000279427,-2.4,0.0025876842825484,-1.8,0.195219248331563,2.4,1.8
ENSG00000279452,ENSG00000279452,-3.4,2.54362810743007e-09,0.2,0.917273148338387,3.4,0.2
ENSG00000279465,ENSG00000279465,-2.7,0.0020504352520338,-1.4,0.295227503595348,2.7,1.4
ENSG00000279490,ENSG00000279490,-3.0,0.000399583399120236,0.7,0.564499946297501,3.0,0.7
ENSG00000279500,ENSG00000279500,-1.6,0.0235416643783911,1.1,0.134907582574489,1.6,1.1
ENSG00000279520,ENSG00000279520,-2.6,0.0011808347676859,1.1,0.128539252135213,2.6,1.1
ENSG00000279532,ENSG00000279532,-1.8,0.0247490396368566,-2.3,0.0457569262905228,1.8,2.3
ENSG00000279548,ENSG00000279548,-3.1,9.32020117470528e-08,-1.2,0.225949963564993,3.1,1.2
ENSG00000279549,ENSG00000279549,-3.7,8.96956096178704e-06,-2.3,0.000820470723743295,3.7,2.3
ENSG00000279594,ENSG00000279594,-2.1,0.0035998147219123,-1.6,0.132042676185202,2.1,1.6
ENSG00000279602,ENSG00000279602,-3.2,3.72862185505098e-05,-2.3,0.000912763970618193,3.2,2.3
ENSG00000279616,ENSG00000279616,-1.7,0.0488188047263884,0.1,0.96409450062451,1.7,0.1
ENSG00000279619,ENSG00000279619,-2.1,0.0061830659164019,-0.6,0.663967580436567,2.1,0.6
ENSG00000279622,ENSG00000279622,-4.1,0.000110038687329703,-2.5,0.0328416266226888,4.1,2.5
ENSG00000279649,ENSG00000279649,-2.2,4.57022483609215e-05,-0.5,0.556514028071601,2.2,0.5
ENSG00000279656,ENSG00000279656,-2.3,0.0068288981999937,-1.0,0.486032985945998,2.3,1.0
ENSG00000279665,ENSG00000279665,-2.3,0.000330738613833149,-0.5,0.709934381713458,2.3,0.5
ENSG00000279673,ENSG00000279673,-2.1,0.0163523354988816,-0.7,0.681827074402923,2.1,0.7
ENSG00000279684,ENSG00000279684,-3.4,0.000694605144317151,-1.9,0.0634633659999241,3.4,1.9
ENSG00000279693,ENSG00000279693,-2.6,0.000598700820033822,-0.1,0.956210273061047,2.6,0.1
ENSG00000279699,ENSG00000279699,-2.9,0.0094904423824178,-2.4,0.0447682376562267,2.9,2.4
ENSG00000279706,ENSG00000279706,-2.1,0.0231426611672001,-0.2,0.900326455104462,2.1,0.2
ENSG00000279727,LINC02033,-4.4,2.91982725647396e-07,-3.0,0.0098277367001765,4.4,3.0
ENSG00000279733,ENSG00000279733,-2.2,0.0130918014624635,-1.0,0.367034583724002,2.2,1.0
ENSG00000279741,ENSG00000279741,-3.3,5.0919406091369e-05,-0.9,0.513533547572904,3.3,0.9
ENSG00000279758,ENSG00000279758,-2.6,0.017115874381921,-0.2,0.928487108775279,2.6,0.2
ENSG00000279766,ENSG00000279766,-2.5,0.000406692150764739,-1.4,0.0846310335323011,2.5,1.4
ENSG00000279770,LINC00552,-4.4,4.2017015205633e-06,-1.3,0.419577231991754,4.4,1.3
ENSG00000279781,ENSG00000279781,-2.9,9.12122584941135e-06,-0.3,0.866525120928987,2.9,0.3
ENSG00000279792,ENSG00000279792,-2.9,0.0014132170674427,-3.1,0.003092504565515,2.9,3.1
ENSG00000279799,ENSG00000279799,-2.7,0.0015797346508419,-0.7,0.577448895739725,2.7,0.7
ENSG00000279803,ENSG00000279803,-3.5,0.00040024470056315,-1.7,0.210233160747122,3.5,1.7
ENSG00000279838,ENSG00000279838,-2.7,0.000367812049785692,-2.4,0.0010640400976927,2.7,2.4
ENSG00000279852,ENSG00000279852,-3.7,1.3676297053304e-06,-1.0,0.299102944439688,3.7,1.0
ENSG00000279858,ENSG00000279858,-2.7,0.000565446648977727,-0.1,0.959951634455293,2.7,0.1
ENSG00000279873,LINC01126,-3.0,9.67306779076445e-06,-0.7,0.510656010147587,3.0,0.7
ENSG00000279878,ENSG00000279878,-4.1,1.63278031706254e-05,0.3,0.874957113334685,4.1,0.3
ENSG00000279884,ENSG00000279884,-3.2,0.0028150475326935,-0.3,0.847059426593925,3.2,0.3
ENSG00000279900,ENSG00000279900,-1.9,0.0109753361353101,-0.9,0.426082339641623,1.9,0.9
ENSG00000279933,ENSG00000279933,-2.7,0.0096377454855153,-0.3,0.814638797167156,2.7,0.3
ENSG00000279951,ENSG00000279951,-2.9,0.0062498657772106,-1.6,0.29709537827299,2.9,1.6
ENSG00000279953,ENSG00000279953,-3.4,0.000434415409437606,-0.2,0.915930563707701,3.4,0.2
ENSG00000279968,CCDC28A-AS1,-1.6,0.02725733954334,-0.8,0.386167274630123,1.6,0.8
ENSG00000279977,ENSG00000279977,-2.1,0.002687655187653,-1.0,0.215734168514289,2.1,1.0
ENSG00000279980,GABARAPL3,-3.5,0.0021732746726598,-0.3,0.902594044541045,3.5,0.3
ENSG00000279981,ENSG00000279981,-1.9,0.0086363249542027,-0.5,0.596617413763004,1.9,0.5
ENSG00000279982,ENSG00000279982,-1.8,0.0476748755451161,-3.7,6.4957883724236e-05,1.8,3.7
ENSG00000279989,ENSG00000279989,-2.8,0.0036465298497326,-0.2,0.899185373362098,2.8,0.2
ENSG00000280010,ENSG00000280010,-2.7,0.0016888830247004,-0.7,0.584883423891944,2.7,0.7
ENSG00000280022,ENSG00000280022,-2.9,0.000852074937727844,1.7,0.15966088681439,2.9,1.7
ENSG00000280027,ENSG00000280027,-1.9,0.032399271391177,0.6,0.588770951049849,1.9,0.6
ENSG00000280032,ENSG00000280032,-2.0,0.0156105327113154,-0.5,0.708102936515646,2.0,0.5
ENSG00000280054,ENSG00000280054,-3.2,0.000376548641687404,-1.8,0.0757206486024048,3.2,1.8
ENSG00000280061,ENSG00000280061,-2.2,0.0058583794423845,-2.9,0.0110775487274061,2.2,2.9
ENSG00000280063,ENSG00000280063,-1.8,0.0287257682245424,-1.2,0.118947980311204,1.8,1.2
ENSG00000280119,ENSG00000280119,-2.2,0.0023443563574271,0.2,0.864325238194441,2.2,0.2
ENSG00000280129,ENSG00000280129,-2.7,9.68536867423949e-06,0.4,0.720526287227969,2.7,0.4
ENSG00000280152,ENSG00000280152,-3.0,9.44120540306524e-06,0.6,0.605582947414353,3.0,0.6
ENSG00000280162,ENSG00000280162,-1.8,0.0395049200909597,1.1,0.259150355890908,1.8,1.1
ENSG00000280163,ENSG00000280163,-1.6,0.0410163137279544,-1.4,0.170032858301641,1.6,1.4
ENSG00000280167,ENSG00000280167,-2.6,0.000379693534514717,-2.0,0.0021717467227617,2.6,2.0
ENSG00000280169,ENSG00000280169,-2.0,0.0306820996024423,0.9,0.473451950208894,2.0,0.9
ENSG00000280186,ENSG00000280186,-4.3,3.41973501632176e-06,-4.2,3.32502963769795e-05,4.3,4.2
ENSG00000280200,ENSG00000280200,-2.5,0.0052587440796768,-0.9,0.433655718116748,2.5,0.9
ENSG00000280214,ENSG00000280214,-2.2,0.0013534150683728,-1.3,0.100331915072339,2.2,1.3
ENSG00000280234,ENSG00000280234,-4.4,1.19139052688826e-05,-0.2,0.90834149920257,4.4,0.2
ENSG00000280241,ENSG00000280241,2.4,0.005111906984102,3.0,0.0015573448119861,2.4,3.0
ENSG00000280245,ENSG00000280245,-3.0,0.00015646672865894,1.2,0.385162309144202,3.0,1.2
ENSG00000280254,ENSG00000280254,-2.2,1.87154472695447e-05,-1.1,0.180350139040445,2.2,1.1
ENSG00000280294,ENSG00000280294,-2.4,0.0022660275404529,-2.2,0.02085605231631,2.4,2.2
ENSG00000280326,ENSG00000280326,-1.8,0.0028306906783087,0.5,0.633016332694269,1.8,0.5
ENSG00000280327,ENSG00000280327,-1.8,0.0166344613003731,-1.0,0.44316135513033,1.8,1.0
ENSG00000280335,ENSG00000280335,-3.1,0.0085879148479909,-3.1,0.0099141738062862,3.1,3.1
ENSG00000280353,ENSG00000280353,-2.0,0.0374405708844563,-0.7,0.574594969648436,2.0,0.7
ENSG00000280401,ENSG00000280401,-1.8,0.0183477398485566,0.1,0.931365447165514,1.8,0.1
ENSG00000280402,ENSG00000280402,-2.0,0.0397318179871029,0.3,0.869608634238769,2.0,0.3
ENSG00000280404,ENSG00000280404,-2.1,0.0285646352315659,-1.3,0.369311098627833,2.1,1.3
ENSG00000280424,ENSG00000280424,-4.8,1.21500943980715e-07,-2.4,0.0452192491768948,4.8,2.4
ENSG00000280587,LINC01348,-4.3,4.45965963111594e-09,-0.9,0.529109549794649,4.3,0.9
ENSG00000280614,ENSG00000280614,5.4,6.41102042957915e-06,2.1,0.102715656836191,5.4,2.1
ENSG00000280620,SCAANT1,-2.6,0.0156544741603047,0.3,0.86667384988454,2.6,0.3
ENSG00000280639,LINC02204,-2.4,0.0149993164584774,-2.3,0.0123574290488551,2.4,2.3
ENSG00000280650,KCNIP4-IT1,-3.3,0.0011404558141773,-5.2,3.24664985708344e-08,3.3,5.2
ENSG00000280693,SH3PXD2A-AS1,-1.6,0.0411578626454895,-2.3,0.0065128635130707,1.6,2.3
ENSG00000280734,LINC01232,-1.8,0.0106875342611192,-0.9,0.326884900511062,1.8,0.9
ENSG00000280789,PAGR1,-2.2,0.0054023065551629,-1.2,0.320598267647554,2.2,1.2
ENSG00000280927,CTBP1-AS,-1.5,0.0268642504719618,-1.2,0.0333245637576853,1.5,1.2
ENSG00000280997,CCAT2,-3.5,0.0012414834778398,-3.9,0.0018706860076872,3.5,3.9
ENSG00000281005,LINC00921,-2.0,0.0089032301302663,-1.5,0.0652162433448866,2.0,1.5
ENSG00000281016,ENSG00000281016,-2.2,9.36393453045124e-05,-1.6,0.0461436540880558,2.2,1.6
ENSG00000281100,ENSG00000281100,-4.3,9.58779295135691e-16,-2.4,0.000494874253936084,4.3,2.4
ENSG00000281106,TMEM272,-3.5,0.000857641623401831,-0.3,0.870460726440061,3.5,0.3
ENSG00000281181,ENSG00000281181,3.2,7.64749753274802e-07,2.6,5.88292739127971e-05,3.2,2.6
ENSG00000281248,LINC02536,-2.6,0.0404804794938147,-3.1,0.0060997435566502,2.6,3.1
ENSG00000281383,ENSG00000281383,3.5,1.61467589551396e-07,2.0,0.000311041849786299,3.5,2.0
ENSG00000281404,LINC01176,-2.1,0.0042632396832935,-0.5,0.649353556170251,2.1,0.5
ENSG00000281469,ENSG00000281469,1.5,0.000714952343752876,0.7,0.317975970602078,1.5,0.7
ENSG00000281490,CICP14,-1.8,0.0189397873440741,-1.3,0.119493153792036,1.8,1.3
ENSG00000281530,ENSG00000281530,-2.2,0.000607009698851675,-2.5,0.0038071433441626,2.2,2.5
ENSG00000281538,ENSG00000281538,-3.9,3.71940906248887e-08,-2.0,0.0870649047297354,3.9,2.0
ENSG00000281593,ENSG00000281593,-4.3,1.08392020430548e-06,-1.1,0.483385691482133,4.3,1.1
ENSG00000281691,RBM5-AS1,-2.2,0.0075739137794419,-1.3,0.151137736579432,2.2,1.3
ENSG00000281831,HCP5B,-3.4,0.0025119214908604,-0.2,0.926600281763611,3.4,0.2
ENSG00000281903,LINC02246,-1.7,0.0065227095319976,0.1,0.971063015541388,1.7,0.1
ENSG00000282100,HSP90AB4P,-2.6,6.46538391828861e-05,-0.4,0.689532787179836,2.6,0.4
ENSG00000282651,IGHV5-10-1,-4.2,0.000308686355036496,1.5,0.33520170276887,4.2,1.5
ENSG00000282742,ENSG00000282742,-2.6,0.0034431840697642,-1.5,0.278520834845066,2.6,1.5
ENSG00000282757,DUXB,-1.7,0.0268351610126855,-2.1,0.0029191833082696,1.7,2.1
ENSG00000282855,ENSG00000282855,-2.0,0.0475851669107354,-0.2,0.931138033548849,2.0,0.2
ENSG00000282885,ENSG00000282885,-1.9,0.0051000879871146,0.6,0.676116209490485,1.9,0.6
ENSG00000282978,ENSG00000282978,-1.6,0.0319910981507475,-0.4,0.768831055570024,1.6,0.4
ENSG00000282989,PDCL3P2,-2.6,0.0018576925927017,-1.4,0.13649506702575,2.6,1.4
ENSG00000283078,ENSG00000283078,-2.3,0.0157447284452013,-1.7,0.117558505531433,2.3,1.7
ENSG00000283103,ENSG00000283103,-1.8,0.0226691225992244,-0.4,0.770780269237708,1.8,0.4
ENSG00000283125,ENSG00000283125,-1.6,0.0180016502519953,-0.4,0.619145367201916,1.6,0.4
ENSG00000283176,ENSG00000283176,-2.1,0.0173244181038,-0.6,0.557225713562193,2.1,0.6
ENSG00000283199,C13orf46,-3.5,8.4971302629832e-05,-2.8,0.000188735451037677,3.5,2.8
ENSG00000283204,MIR4434,-1.7,0.0494114382288756,0.6,0.692277068609954,1.7,0.6
ENSG00000283213,ENSG00000283213,3.3,0.000568960844044033,-2.0,0.0165555771804489,3.3,2.0
ENSG00000283267,FAM237B,-1.9,0.0444288071957639,-0.4,0.698634410838679,1.9,0.4
ENSG00000283286,ENSG00000283286,-2.8,0.02237011330403,0.9,0.610570255535628,2.8,0.9
ENSG00000283288,SMIM33,-5.0,2.82263128954765e-09,-4.5,4.19877980332358e-06,5.0,4.5
ENSG00000283294,ENSG00000283294,-3.7,9.1967531867211e-07,-0.6,0.541707801331858,3.7,0.6
ENSG00000283296,MIR4256,-2.4,0.0058718652824714,-0.7,0.434360621012716,2.4,0.7
ENSG00000283345,ENSG00000283345,-2.3,0.0460368089468922,-1.1,0.422614947119422,2.3,1.1
ENSG00000283413,ENSG00000283413,-2.5,0.0061129652341925,1.8,0.158944542101971,2.5,1.8
ENSG00000283415,ENSG00000283415,-1.7,0.0257102756041304,0.2,0.886579179760261,1.7,0.2
ENSG00000283462,ENSG00000283462,-2.1,0.0059122783164035,-2.0,0.105150645268176,2.1,2.0
ENSG00000283575,U6,-2.4,0.0024531679174586,-0.2,0.873470147335767,2.4,0.2
ENSG00000283602,ENSG00000283602,-2.7,0.0153582308396901,2.0,0.110329659019544,2.7,2.0
ENSG00000283636,Metazoa_SRP,-1.7,0.0232936319161166,0.3,0.839819394507429,1.7,0.3
ENSG00000283644,ETDC,-2.2,0.0068968391872014,-0.6,0.67322228252981,2.2,0.6
ENSG00000283667,ENSG00000283667,-2.9,0.0017898439383834,-0.9,0.433344019405552,2.9,0.9
ENSG00000283907,ENSG00000283907,3.0,4.89388556089632e-06,3.7,1.9613074775115297e-11,3.0,3.7
ENSG00000283945,LINC00032,-1.6,0.0337922148065829,-0.2,0.899514642573547,1.6,0.2
ENSG00000283994,ENSG00000283994,-2.7,0.000635050156700479,-0.4,0.673505591049701,2.7,0.4
ENSG00000284240,LINC02801,-3.0,0.0083245576440759,0.1,0.972316760955441,3.0,0.1
ENSG00000284512,ENSG00000284512,-2.4,0.0086341321255347,-1.2,0.229612378378001,2.4,1.2
ENSG00000284543,LINC01226,-2.6,0.0037567623461439,-1.2,0.301423324948375,2.6,1.2
ENSG00000284618,ENSG00000284618,1.5,0.0298219650739112,-0.4,0.642620100347954,1.5,0.4
ENSG00000284620,ENSG00000284620,-2.2,0.0017996360324487,-0.9,0.329397059014383,2.2,0.9
ENSG00000284644,ENSG00000284644,-2.2,0.000306476699370319,-2.8,5.86938114119092e-07,2.2,2.8
ENSG00000284685,ENSG00000284685,-2.6,0.0345176293198231,1.1,0.529776572134342,2.6,1.1
ENSG00000284686,ENSG00000284686,-2.4,0.000321543480410125,-0.6,0.610574260633911,2.4,0.6
ENSG00000284727,ENSG00000284727,-2.1,0.0089869788635507,-0.1,0.915315147322074,2.1,0.1
ENSG00000284737,ENSG00000284737,-3.3,0.00066678400673939,0.4,0.82105935326843,3.3,0.4
ENSG00000284747,ENSG00000284747,-1.8,0.0471243688979376,-1.1,0.153175397279285,1.8,1.1
ENSG00000284828,ENSG00000284828,-3.7,1.37057361039163e-05,-1.2,0.182243743227008,3.7,1.2
ENSG00000284830,ENSG00000284830,-3.8,0.000127554342999576,-0.5,0.642810036113289,3.8,0.5
ENSG00000284874,ENSG00000284874,-2.9,0.000189448120554258,-0.5,0.689140225121901,2.9,0.5
ENSG00000284930,ENSG00000284930,-2.3,0.0457062839301861,0.7,0.669870485619517,2.3,0.7
ENSG00000284969,ENSG00000284969,-2.7,0.0074703903559722,-1.3,0.178428866642361,2.7,1.3
ENSG00000284976,ENSG00000284976,-2.4,9.34034568180541e-05,-1.4,0.12403325188082,2.4,1.4
ENSG00000285053,TBCE,-1.5,0.0339893092828763,-2.0,0.0052039943736341,1.5,2.0
ENSG00000285095,ENSG00000285095,-2.5,0.0162057256675196,-0.1,0.969850267279821,2.5,0.1
ENSG00000285165,ENSG00000285165,-2.7,0.0069423649597981,-1.3,0.296173378920141,2.7,1.3
ENSG00000285230,RALY-AS1,-1.5,0.0242371056890095,-1.3,0.127397100401686,1.5,1.3
ENSG00000285402,ENSG00000285402,-2.5,0.0469273472914404,-2.6,0.0542277743619992,2.5,2.6
ENSG00000285416,ENSG00000285416,-3.3,0.0031634020427504,-3.1,0.0082386121836318,3.3,3.1
ENSG00000285417,ENSG00000285417,-2.3,0.0036893010653801,0.2,0.907344152534573,2.3,0.2
ENSG00000285531,ENSG00000285531,-2.6,0.000503905783637696,-0.7,0.5949370506431,2.6,0.7
ENSG00000285569,ENSG00000285569,-2.5,0.0061391356697876,-0.3,0.80330106231518,2.5,0.3
ENSG00000285571,ENSG00000285571,-3.1,0.001243067127251,-3.7,5.3483340094392e-06,3.1,3.7
ENSG00000285581,ENSG00000285581,-3.1,2.35749224562807e-05,-1.7,0.083055009803248,3.1,1.7
ENSG00000285582,ENSG00000285582,2.3,0.0042529437368183,0.5,0.743465882623878,2.3,0.5
ENSG00000285632,ENSG00000285632,-2.1,0.010335859772829,-1.5,0.0273698470007331,2.1,1.5
ENSG00000285650,ENSG00000285650,-2.7,0.000756557436321148,0.1,0.92638360635881,2.7,0.1
ENSG00000285651,ENSG00000285651,-2.3,0.000475273817478442,-1.4,0.0870207453845852,2.3,1.4
ENSG00000285672,ENSG00000285672,-1.9,0.0128955683395452,-1.2,0.300439486224462,1.9,1.2
ENSG00000285697,ENSG00000285697,-3.4,8.7802655015511e-05,0.3,0.892475992327538,3.4,0.3
ENSG00000285710,ENSG00000285710,-2.2,0.0289349019222861,-0.6,0.674784760885099,2.2,0.6
ENSG00000285732,ENSG00000285732,-2.2,0.0108453633436248,1.0,0.405863536743501,2.2,1.0
ENSG00000285734,ENSG00000285734,2.4,0.00580358930964,0.3,0.746905404917478,2.4,0.3
ENSG00000285737,LINC02680,2.3,0.0036872001296333,1.5,0.0138848017603925,2.3,1.5
ENSG00000285745,ENSG00000285745,-3.4,4.58830075779525e-05,0.7,0.655917989455057,3.4,0.7
ENSG00000285750,ENSG00000285750,-4.0,8.51479676550349e-06,-1.4,0.340767326589664,4.0,1.4
ENSG00000285827,ENSG00000285827,-3.2,0.000330774155278319,-2.4,0.0042288523068551,3.2,2.4
ENSG00000285840,ENSG00000285840,-3.0,0.0073589633891427,-2.3,0.0914273110660608,3.0,2.3
ENSG00000285852,ENSG00000285852,-2.1,0.0168088973257006,-1.6,0.0538383638511996,2.1,1.6
ENSG00000285857,ENSG00000285857,2.1,8.504243268394411e-09,1.6,0.0099960445940321,2.1,1.6
ENSG00000285881,ENSG00000285881,-4.0,2.90707947940885e-07,-4.1,3.51260050581208e-09,4.0,4.1
ENSG00000285887,ENSG00000285887,-1.9,0.0114121474837058,-0.2,0.916573647857722,1.9,0.2
ENSG00000285897,ENSG00000285897,-4.3,8.92774169262432e-06,-1.3,0.29236192299161,4.3,1.3
ENSG00000285906,ENSG00000285906,-2.6,0.000123972910374441,-0.6,0.545263903194253,2.6,0.6
ENSG00000285921,ENSG00000285921,-2.0,0.000222059065470858,0.2,0.85337755895699,2.0,0.2
ENSG00000285934,ENSG00000285934,-2.3,0.0344262242873239,-0.5,0.746830346749762,2.3,0.5
ENSG00000285980,ENSG00000285980,-3.5,0.000114535085891135,-3.3,0.000936364470520062,3.5,3.3
ENSG00000005022,SLC25A5,-0.4,0.371604277432348,1.9,5.23766962119981e-06,0.4,1.9
ENSG00000005187,ACSM3,0.6,0.437965263148367,-1.6,0.0013034087158434,0.6,1.6
ENSG00000005379,TSPOAP1,-1.2,0.126973606554699,-1.5,0.0410046188204497,1.2,1.5
ENSG00000006016,CRLF1,0.7,0.451321741447542,2.4,0.0061581639175069,0.7,2.4
ENSG00000006062,MAP3K14,-1.3,0.0915113659035763,-1.8,0.0020332957999818,1.3,1.8
ENSG00000006468,ETV1,1.5,0.0012240377547679,-1.5,0.0255555970792197,1.5,1.5
ENSG00000007001,UPP2,-1.4,0.258090459658951,-1.9,0.0390441152357952,1.4,1.9
ENSG00000007402,CACNA2D2,-0.7,0.395941851167072,-3.3,2.18148147401875e-08,0.7,3.3
ENSG00000007968,E2F2,-0.8,0.418073339214508,2.8,0.0248042938453593,0.8,2.8
ENSG00000008056,SYN1,0.8,0.428493286687826,2.0,0.0046787686912173,0.8,2.0
ENSG00000008118,CAMK1G,-0.7,0.552780117481768,-2.5,0.0173752738511193,0.7,2.5
ENSG00000008323,PLEKHG6,-2.4,0.000119627485693133,-3.9,4.50293596464681e-07,2.4,3.9
ENSG00000009724,MASP2,-1.1,0.0221238784870837,-1.5,0.0069418289640072,1.1,1.5
ENSG00000010310,GIPR,-2.3,0.000607009698851675,-1.5,0.0102952501086397,2.3,1.5
ENSG00000011143,MKS1,-1.4,0.0743909728551841,-1.7,0.011029279986693,1.4,1.7
ENSG00000011201,ANOS1,-0.5,0.587085762012633,-2.6,5.68698392971192e-06,0.5,2.6
ENSG00000011332,DPF1,-0.5,0.638426394491401,-2.4,0.0117371073935012,0.5,2.4
ENSG00000011426,ANLN,-0.4,0.564728306787353,2.9,3.41932897023197e-06,0.4,2.9
ENSG00000012124,CD22,-0.7,0.571819421687173,-2.5,0.000345103917165801,0.7,2.5
ENSG00000012171,SEMA3B,-1.4,0.0334542375512615,-2.0,0.000287708567688753,1.4,2.0
ENSG00000012223,LTF,-1.8,0.107073074939089,3.2,0.000136095928789062,1.8,3.2
ENSG00000012504,NR1H4,0.3,0.830287113221092,-3.1,0.0102928038829227,0.3,3.1
ENSG00000013588,GPRC5A,0.3,0.734160309057339,-1.7,2.52996649272268e-06,0.3,1.7
ENSG00000015532,XYLT2,-1.4,0.0358499008376755,-1.5,0.0142845680184299,1.4,1.5
ENSG00000017427,IGF1,1.8,0.0637618632227923,1.9,0.0063841873870635,1.8,1.9
ENSG00000019102,VSIG2,-2.0,0.0201661450330183,-1.6,0.0370649062591346,2.0,1.6
ENSG00000019186,CYP24A1,1.4,0.317207886024598,3.8,1.17670258320502e-05,1.4,3.8
ENSG00000019485,PRDM11,-0.9,0.231818810297749,-2.2,3.43470809450192e-08,0.9,2.2
ENSG00000023608,SNAPC1,1.4,0.0026950823850806,1.7,2.34480792885044e-05,1.4,1.7
ENSG00000023839,ABCC2,0.4,0.62273210930086,1.6,0.0461541788668249,0.4,1.6
ENSG00000024526,DEPDC1,-0.5,0.62155601703215,2.1,0.0162241283036137,0.5,2.1
ENSG00000025423,HSD17B6,0.2,0.882379211124847,-2.5,0.00016181423385011,0.2,2.5
ENSG00000029153,ARNTL2,1.3,0.0835929923306671,2.6,1.69099369529526e-05,1.3,2.6
ENSG00000035664,DAPK2,-0.3,0.702380531620452,-2.3,8.34499086764018e-12,0.3,2.3
ENSG00000036448,MYOM2,-1.6,0.0129745504570241,-1.7,0.0371347612292406,1.6,1.7
ENSG00000037280,FLT4,-0.7,0.330388329191368,-1.9,0.000421760173304691,0.7,1.9
ENSG00000038427,VCAN,0.7,0.137223764853419,2.1,1.3269217254911302e-09,0.7,2.1
ENSG00000041982,TNC,0.8,0.386521570367694,2.4,7.15568497419575e-05,0.8,2.4
ENSG00000042781,USH2A,-1.9,0.010829801651076,-3.2,6.35965546727171e-05,1.9,3.2
ENSG00000043143,JADE2,-0.5,0.42523819472881,-1.7,0.000135662737185179,0.5,1.7
ENSG00000044574,HSPA5,0.3,0.451351631423728,1.5,0.00019775321383866,0.3,1.5
ENSG00000049246,PER3,0.2,0.72693332053285,-1.5,0.0011058408434519,0.2,1.5
ENSG00000049759,NEDD4L,-0.5,0.282421851786335,-1.7,1.99297334061889e-05,0.5,1.7
ENSG00000051341,POLQ,-0.7,0.484484090880009,2.8,3.61369530181257e-05,0.7,2.8
ENSG00000053372,MRTO4,-0.7,0.288544525508159,1.9,0.0143906190092698,0.7,1.9
ENSG00000053747,LAMA3,-0.2,0.777455577578415,-2.1,7.655208605859461e-09,0.2,2.1
ENSG00000054277,OPN3,-0.2,0.831638092932889,-1.8,0.0051506260409332,0.2,1.8
ENSG00000057757,PITHD1,-0.2,0.514508537356561,1.7,0.0122385526473031,0.2,1.7
ENSG00000058335,RASGRF1,-1.7,0.0565385355357119,-2.3,8.63656537389907e-06,1.7,2.3
ENSG00000059573,ALDH18A1,-0.5,0.287623682519822,1.8,0.000309407444437577,0.5,1.8
ENSG00000059728,MXD1,-1.3,0.000440480401837561,1.5,0.000386683207347477,1.3,1.5
ENSG00000059804,SLC2A3,1.1,0.0251895742082321,1.6,0.0061495238439157,1.1,1.6
ENSG00000060718,COL11A1,-1.0,0.174034371429164,3.5,4.61252112891161e-05,1.0,3.5
ENSG00000060982,BCAT1,2.2,3.41834696564261e-05,1.6,5.37398569706997e-06,2.2,1.6
ENSG00000062282,DGAT2,-1.9,0.0087974250264786,2.5,0.0013489558518685,1.9,2.5
ENSG00000063660,GPC1,-1.0,0.0444288071957639,1.7,0.0176157375219437,1.0,1.7
ENSG00000064042,LIMCH1,0.9,0.0387314489524774,-2.0,3.77024265895774e-09,0.9,2.0
ENSG00000064201,TSPAN32,-1.8,0.071635741700193,-2.9,7.19659862686843e-05,1.8,2.9
ENSG00000064300,NGFR,0.4,0.636579772550608,1.8,0.0291879828026314,0.4,1.8
ENSG00000065320,NTN1,-0.5,0.574228982802957,-1.7,0.0194076419362981,0.5,1.7
ENSG00000065328,MCM10,-1.3,0.0908508996326624,1.9,0.0407147662080555,1.3,1.9
ENSG00000066248,NGEF,-0.4,0.67573328811909,-4.3,2.6083981690481e-05,0.4,4.3
ENSG00000066279,ASPM,-1.3,0.138469589232363,2.5,2.40061238364064e-06,1.3,2.5
ENSG00000066405,CLDN18,1.1,0.12915227638234,-2.6,3.75779129857793e-06,1.1,2.6
ENSG00000067715,SYT1,1.6,0.0111487992886684,-2.1,0.0022872005017975,1.6,2.1
