Gene_ID,Gene_Name,Colon_FoldChange,Colon_pValue,Lung_FoldChange,Lung_pValue,Abs_Colon_FoldChange,Abs_Lung_FoldChange
ENSG00000206698,RNU1-73P,-1.8,0.048833570050604,1.2,0.362494389714467,1.8,1.2
ENSG00000206731,ENSG00000206731,-3.8,0.000144797584499697,-0.9,0.546950393918028,3.8,0.9
ENSG00000206739,Y_RNA,-3.0,6.42198921195021e-08,-2.4,0.0031617416304723,3.0,2.4
ENSG00000206762,RNU6-418P,-4.5,2.13410696561526e-07,-0.5,0.714733764215566,4.5,0.5
ENSG00000206786,RNU6-701P,-2.8,3.20141381352302e-06,-0.7,0.522712488627517,2.8,0.7
ENSG00000206846,Y_RNA,-3.0,0.00081290640325665,-0.1,0.949576107306014,3.0,0.1
ENSG00000206885,SNORA75,-2.6,0.007643182854134,-0.2,0.892796176337932,2.6,0.2
ENSG00000206969,RNU6-1316P,-2.1,0.0121349004218295,-2.0,0.118800610192221,2.1,2.0
ENSG00000207003,RNU6-611P,-1.5,0.0448122162982263,-0.9,0.250847463460569,1.5,0.9
ENSG00000207044,RNU6-1226P,-1.9,0.0436718450576214,-1.2,0.365860170681029,1.9,1.2
ENSG00000207052,RNU6-378P,1.9,0.02850507933989,-1.0,0.124534994136778,1.9,1.0
ENSG00000207129,RNA5SP187,-1.6,0.0376159984807299,0.2,0.918675129632954,1.6,0.2
ENSG00000207174,SNORD116-15,2.6,0.0201329676637205,0.3,0.841913842872854,2.6,0.3
ENSG00000207175,RNU1-67P,3.1,0.0017710672945591,1.3,0.277922011269474,3.1,1.3
ENSG00000207194,RNU6-1026P,-2.7,0.0036324624231171,0.4,0.842037989621725,2.7,0.4
ENSG00000207199,SNORD38D,2.3,0.0196684757021367,1.7,0.0833356760912157,2.3,1.7
ENSG00000207223,Y_RNA,-2.6,5.09173441576521e-05,0.4,0.781310082585395,2.6,0.4
ENSG00000207251,RNU6-342P,-4.1,7.70378519433683e-06,-0.8,0.537328911363804,4.1,0.8
ENSG00000207293,Y_RNA,-2.3,0.0222711190760536,-1.2,0.40575084327174,2.3,1.2
ENSG00000207306,RNU6-1152P,-2.1,0.0429635611124318,-0.9,0.491856644770843,2.1,0.9
ENSG00000207308,RNU6-878P,-3.0,0.0063365264042703,-1.3,0.385708967543015,3.0,1.3
ENSG00000207336,RNU6-658P,-2.4,0.032397940682268,-2.0,0.151137736579432,2.4,2.0
ENSG00000207359,RNU6-925P,-1.7,0.0120734471101041,-1.4,0.215638002204422,1.7,1.4
ENSG00000207375,SNORD116-23,3.2,0.000680470816889357,-2.3,0.0283247031312435,3.2,2.3
ENSG00000207438,Y_RNA,-2.3,0.0035321654419227,-1.1,0.288639276033392,2.3,1.1
ENSG00000207494,Y_RNA,-2.2,0.0426508556300324,-3.2,0.0073678321792263,2.2,3.2
ENSG00000207497,Y_RNA,-3.4,0.0012357617265038,-1.6,0.192742137530722,3.4,1.6
ENSG00000207524,RNU6-33P,2.0,0.0209860303692742,1.8,0.0102998914046856,2.0,1.8
ENSG00000207525,Y_RNA,-3.3,0.000146075135174863,0.4,0.805460216388904,3.3,0.4
ENSG00000207633,MIR505,-2.5,0.0412664446721823,0.3,0.899508256494661,2.5,0.3
ENSG00000207870,MIR221,-2.5,0.0132983468909445,-0.6,0.625464900829025,2.5,0.6
ENSG00000207963,MIR569,-2.7,0.0254724129792483,-0.3,0.895092522436815,2.7,0.3
ENSG00000208018,MIR645,-3.6,0.000159810610266987,-2.3,0.0482621955521401,3.6,2.3
ENSG00000210049,MT-TF,-2.7,3.38354529674466e-05,-2.4,0.000925552176745486,2.7,2.4
ENSG00000210127,MT-TA,1.9,0.0025249898286177,0.3,0.844365406812883,1.9,0.3
ENSG00000210174,MT-TR,1.8,0.0017856262048106,2.4,0.000335849573173381,1.8,2.4
ENSG00000210195,MT-TT,-2.2,0.0086093402970136,-1.8,0.0819949978565072,2.2,1.8
ENSG00000211445,GPX3,2.8,2.55809595309332e-07,-0.2,0.701801063380285,2.8,0.2
ENSG00000211514,MIR454,-2.1,0.0305293933472554,-0.4,0.86227273552309,2.1,0.4
ENSG00000211592,IGKC,-1.6,0.0416587928988134,1.1,0.280594893104388,1.6,1.1
ENSG00000211594,IGKJ4,-2.5,0.00575414127319,1.0,0.523168976254965,2.5,1.0
ENSG00000211598,IGKV4-1,-1.7,0.0475129920346513,2.1,0.0335005749620817,1.7,2.1
ENSG00000211640,IGLV6-57,-2.2,0.0107482157714769,0.8,0.539595737976235,2.2,0.8
ENSG00000211643,IGLV5-52,-2.2,0.0055921213732991,-2.0,0.0838360788161889,2.2,2.0
ENSG00000211662,IGLV3-21,-2.1,0.0326517860878598,2.1,0.127756975776959,2.1,2.1
ENSG00000211679,IGLC3,-2.1,0.0113838978597908,2.2,0.0143599108825565,2.1,2.2
ENSG00000211683,ENSG00000211683,-2.5,0.0152510967537114,-0.8,0.60753399308318,2.5,0.8
ENSG00000211685,IGLC7,-2.0,0.0099512142519429,0.1,0.939015504711286,2.0,0.1
ENSG00000211696,TRGV8,-2.1,0.0420369754960498,-1.5,0.152403945796248,2.1,1.5
ENSG00000211697,TRGV5,-2.4,0.039197946942615,1.2,0.451086997451507,2.4,1.2
ENSG00000211698,TRGV4,-2.5,0.019199536252844,-1.7,0.226546389071381,2.5,1.7
ENSG00000211699,TRGV3,-3.1,0.003152435761668,-2.4,0.0143520467646971,3.1,2.4
ENSG00000211701,TRGV1,-4.7,1.24176121291724e-09,-1.9,0.0158526786729349,4.7,1.9
ENSG00000211727,TRBV7-6,-2.6,0.0367958225226227,-0.6,0.737906227713597,2.6,0.6
ENSG00000211751,TRBC1,-2.5,0.0016056890978367,-1.9,0.002394746153034,2.5,1.9
ENSG00000211810,TRAV29DV5,-2.5,0.0471243688979376,-0.3,0.882144075913049,2.5,0.3
ENSG00000211835,TRAJ56,-2.5,0.0251658507899158,0.4,0.846234380527175,2.5,0.4
ENSG00000211858,TRAJ31,-2.8,0.0090341090940094,-0.7,0.710627314009863,2.8,0.7
ENSG00000211859,TRAJ30,-2.5,0.0339236542180612,-2.4,0.0918076323859231,2.5,2.4
ENSG00000211870,TRAJ19,-2.3,0.015699902085287,-1.7,0.162241463676128,2.3,1.7
ENSG00000211885,TRAJ4,-3.1,0.0054650163148496,-2.3,0.0902232889767803,3.1,2.3
ENSG00000211890,IGHA2,-1.8,0.0467552120175235,0.5,0.711833085160885,1.8,0.5
ENSG00000211892,IGHG4,-4.9,9.58779295135691e-16,2.2,0.0159882902451196,4.9,2.2
ENSG00000211893,IGHG2,-2.5,0.0016908160591589,1.5,0.1420512105759,2.5,1.5
ENSG00000211895,IGHA1,-2.2,0.001854010095038,1.0,0.34426644554256,2.2,1.0
ENSG00000211896,IGHG1,-2.7,0.000854233964539673,2.3,0.0070202510353484,2.7,2.3
ENSG00000211897,IGHG3,-3.2,2.47312829733915e-05,0.9,0.373097814592203,3.2,0.9
ENSG00000211898,IGHD,-3.5,0.000558363860583013,1.0,0.495853740158448,3.5,1.0
ENSG00000211899,IGHM,-1.8,0.0180468969487876,1.2,0.192605221582176,1.8,1.2
ENSG00000211941,IGHV3-11,-1.8,0.0292721117425277,-0.3,0.854490792539636,1.8,0.3
ENSG00000211956,IGHV4-34,-2.1,0.0120666589419068,1.9,0.14256586879233,2.1,1.9
ENSG00000211966,IGHV5-51,-2.3,0.0071373507447405,0.6,0.712937841961538,2.3,0.6
ENSG00000212125,TAS2R15P,-2.0,0.000653708912180891,1.7,0.0305680928416853,2.0,1.7
ENSG00000212232,SNORD17,2.1,0.0032288703675692,-0.2,0.846810820650008,2.1,0.2
ENSG00000212289,RNA5SP339,-4.0,4.02562438845101e-06,-2.3,0.0693486231518375,4.0,2.3
ENSG00000212336,RNA5SP210,-2.7,0.0122252076342581,-2.6,0.0252411968045822,2.7,2.6
ENSG00000212443,SNORA53,2.7,7.23349085907851e-06,-0.3,0.655155512318731,2.7,0.3
ENSG00000212452,SNORD69,-2.0,0.0100262413137072,1.0,0.488930628742613,2.0,1.0
ENSG00000212458,ENSG00000212458,-2.5,0.0019239535192559,-0.1,0.96571541819296,2.5,0.1
ENSG00000212464,SNORA12,2.1,0.00021441935476903,1.3,0.113931871956596,2.1,1.3
ENSG00000212497,RNA5SP465,-2.2,0.0273504616288245,-1.6,0.27336775353072,2.2,1.6
ENSG00000212529,ENSG00000212529,-3.0,0.0017075448579711,-1.0,0.493712233961752,3.0,1.0
ENSG00000212579,ENSG00000212579,1.9,0.0014796552747903,0.3,0.822021468337238,1.9,0.3
ENSG00000212588,SNORA26,2.0,0.0021259877052644,0.8,0.432574805485398,2.0,0.8
ENSG00000212664,ENSG00000212664,-1.7,0.0162848040926908,-0.2,0.84227352389075,1.7,0.2
ENSG00000212695,ENSG00000212695,-2.6,0.0090402676198211,-0.4,0.826310593261802,2.6,0.4
ENSG00000212939,ENSG00000212939,-2.1,0.0252554206969223,-2.2,0.0045174906092487,2.1,2.2
ENSG00000212993,POU5F1B,-2.0,0.0328343990042052,-2.4,0.0188709519278601,2.0,2.4
ENSG00000213003,BTF3P12,-1.9,0.0116298300448422,0.1,0.976542894605045,1.9,0.1
ENSG00000213046,EEF1A1P32,-1.6,0.0337643896723395,-0.5,0.671407751889847,1.6,0.5
ENSG00000213049,HNRNPA1P34,-1.9,0.030098692371886,-1.7,0.0789538979595147,1.9,1.7
ENSG00000213062,ENSG00000213062,-2.1,0.0346658422816434,-1.0,0.344672804929,2.1,1.0
ENSG00000213073,CHP1P2,-1.6,0.0029692767601791,1.3,0.030776680022007,1.6,1.3
ENSG00000213080,ENSG00000213080,1.7,0.0156368352078969,1.2,0.228700943068077,1.7,1.2
ENSG00000213085,CFAP45,-2.3,0.0323688243211738,-0.8,0.479519403897108,2.3,0.8
ENSG00000213088,ACKR1,2.0,0.000560256408556057,1.3,0.0240030886069565,2.0,1.3
ENSG00000213137,ARF1P2,-2.8,0.0032725035533952,0.8,0.531015426620906,2.8,0.8
ENSG00000213176,RPL13P6,-2.4,0.000603886680705817,-1.8,0.0491809760107015,2.4,1.8
ENSG00000213197,NUDCP1,-1.9,0.0478183325544408,-0.7,0.547253040078955,1.9,0.7
ENSG00000213199,ASIC3,-3.0,0.0011213361567588,0.3,0.854055631849134,3.0,0.3
ENSG00000213204,ENSG00000213204,-1.7,0.0026307700106612,-0.5,0.546738961931679,1.7,0.5
ENSG00000213279,ENSG00000213279,-1.9,0.0090629963698196,-1.0,0.148101542475156,1.9,1.0
ENSG00000213303,ENSG00000213303,-1.8,0.000704798158580364,-0.7,0.494038525689769,1.8,0.7
ENSG00000213347,MXD3,-2.0,0.0026862388485094,0.1,0.96571541819296,2.0,0.1
ENSG00000213368,ST13P11,-2.3,0.0216275982089036,-0.8,0.575128253842879,2.3,0.8
ENSG00000213385,ENSG00000213385,-3.0,0.0028388724722624,0.3,0.901820607731029,3.0,0.3
ENSG00000213411,RBM22P2,-2.3,0.0076054386284883,-2.7,0.0089708017238822,2.3,2.7
ENSG00000213440,H2AZP1,-2.0,0.0012545466390494,-0.9,0.32182462594409,2.0,0.9
ENSG00000213445,SIPA1,-1.6,0.0184025612073812,-0.1,0.948682809154253,1.6,0.1
ENSG00000213533,STIMATE,-2.4,0.0068369447402065,0.4,0.738798897784614,2.4,0.4
ENSG00000213542,ENSG00000213542,-3.8,0.000167103419541737,-1.4,0.349400278976085,3.8,1.4
ENSG00000213560,ENSG00000213560,-1.8,0.023627276324796,0.6,0.705539069749838,1.8,0.6
ENSG00000213600,ENSG00000213600,-2.3,0.000458077618557149,-1.9,0.0023142656659132,2.3,1.9
ENSG00000213608,SLC25A14P1,-2.0,0.001673105015122,0.6,0.613165033183007,2.0,0.6
ENSG00000213630,BOLA3P3,-1.8,0.0053006089351327,1.4,0.208923425210136,1.8,1.4
ENSG00000213658,LAT,-3.3,0.000167416732860633,-0.1,0.966278615756118,3.3,0.1
ENSG00000213703,ENSG00000213703,-3.6,1.13926163158116e-05,-1.5,0.294544367788216,3.6,1.5
ENSG00000213735,ANAPC10P1,-1.8,0.01115193855117,-1.1,0.17580402895832,1.8,1.1
ENSG00000213757,RPS3AP20,1.7,0.0017710672945591,-1.3,0.0793612796464461,1.7,1.3
ENSG00000213830,CFL1P5,-2.1,0.000220422171035127,0.2,0.852817398641513,2.1,0.2
ENSG00000213891,RPL3P6,-2.2,0.000188690836760388,-1.6,0.0024206758326701,2.2,1.6
ENSG00000213901,SLC23A3,-2.0,0.0153597448471503,0.1,0.973297532850086,2.0,0.1
ENSG00000213904,LIPE-AS1,-2.2,0.000294075728493954,-1.2,0.316933619430709,2.2,1.2
ENSG00000213928,IRF9,-2.5,6.39069307595826e-05,-0.6,0.522790688802945,2.5,0.6
ENSG00000213930,GALT,-2.2,0.000540109969976542,-0.4,0.66270024441708,2.2,0.4
ENSG00000213950,RPS10P2,-3.1,0.0026872220914921,-1.4,0.272506764602319,3.1,1.4
ENSG00000213973,ZNF99,1.7,0.0184498185440385,-1.0,0.27679009377687,1.7,1.0
ENSG00000214062,RPL7P17,-4.0,8.65445650065049e-07,-3.1,0.0036313262650257,4.0,3.1
ENSG00000214108,TPT1P5,-3.5,3.75477735179844e-05,-4.1,9.886771085768909e-11,3.5,4.1
ENSG00000214146,LINC02026,-2.7,0.0093437014945955,-1.1,0.481702055078517,2.7,1.1
ENSG00000214193,SH3D21,-3.0,3.09293620805064e-05,0.2,0.858035772581306,3.0,0.2
ENSG00000214244,SETP21,-2.7,9.0255075785869e-05,-1.1,0.437590008634817,2.7,1.1
ENSG00000214289,RPL39P5,-2.2,0.0368871593474523,-3.1,0.0062043634948629,2.2,3.1
ENSG00000214309,MBLAC1,-2.9,0.000377323508763314,0.7,0.633792026614595,2.9,0.7
ENSG00000214353,VAC14-AS1,-1.8,0.0131745350325629,-0.6,0.416908805121502,1.8,0.6
ENSG00000214530,STARD10,-1.7,0.0016888830247004,-0.1,0.96571541819296,1.7,0.1
ENSG00000214534,ZNF705E,-2.8,0.000280735151963368,-2.6,0.0035129753057297,2.8,2.6
ENSG00000214535,RPS15AP1,1.6,0.00020427135640762,1.9,0.000142070844054545,1.6,1.9
ENSG00000214549,SDHCP2,-2.1,0.0264114236910985,-0.2,0.905057673837654,2.1,0.2
ENSG00000214562,NUTM2D,-2.9,0.00094610732459234,-1.2,0.325814045370865,2.9,1.2
ENSG00000214584,PGGT1BP2,-2.0,0.0351229926332365,0.4,0.836964026471776,2.0,0.4
ENSG00000214626,POLR3DP1,-3.7,0.000113794890433072,-1.4,0.203163474353897,3.7,1.4
ENSG00000214629,RPSAP6,-2.1,0.0099482523705382,-1.9,0.0298944034791819,2.1,1.9
ENSG00000214671,RPL6P12,-1.7,0.0247766206414173,-3.1,5.28971905913482e-06,1.7,3.1
ENSG00000214700,C12orf71,-2.8,0.0154156713122976,-2.0,0.0820747018914598,2.8,2.0
ENSG00000214717,ZBED1,-1.5,0.0095170519010416,-0.2,0.740219056278621,1.5,0.2
ENSG00000214776,ENSG00000214776,-2.2,0.0200783482126525,-0.7,0.530602887452166,2.2,0.7
ENSG00000214796,TUBA5P,-2.6,0.0023967950748519,-3.5,0.0010636960317277,2.6,3.5
ENSG00000214797,ENSG00000214797,-2.9,0.0067394086793941,-1.4,0.267236827487631,2.9,1.4
ENSG00000214827,MTCP1,-1.9,0.0029653450842267,-1.6,0.121927855251286,1.9,1.6
ENSG00000214870,ENSG00000214870,-3.0,0.000316584236430155,-1.0,0.344854083364024,3.0,1.0
ENSG00000214894,LINC00243,-3.5,3.5230450825656e-05,0.3,0.859910604793441,3.5,0.3
ENSG00000214900,LINC01588,-2.7,2.10938478712036e-05,0.2,0.823032513753313,2.7,0.2
ENSG00000214919,ENSG00000214919,-3.4,0.000483804717513975,-2.4,0.0116575166667238,3.4,2.4
ENSG00000214988,RPL7AP26,-2.6,0.0191365483424223,1.4,0.348535395012053,2.6,1.4
ENSG00000214998,CCNB2P1,-2.9,8.58916038439627e-05,-0.9,0.462793648561561,2.9,0.9
ENSG00000215009,ACSM4,-2.2,0.023799116672214,1.0,0.465290383465592,2.2,1.0
ENSG00000215067,ALOX12-AS1,-1.8,0.0063393074287662,-0.1,0.942518387453836,1.8,0.1
ENSG00000215068,ENSG00000215068,-1.5,0.0403343838580689,-0.9,0.204097673687528,1.5,0.9
ENSG00000215182,MUC5AC,-3.8,0.000304092164790112,1.3,0.291978195572413,3.8,1.3
ENSG00000215184,RPS12P16,-1.6,0.0090421404756205,-1.3,0.0683041060664494,1.6,1.3
ENSG00000215190,LINC00680,-1.6,0.0049769817887282,-1.0,0.119135848941074,1.6,1.0
ENSG00000215223,CYP51A1P3,-2.5,4.55649052113119e-05,-2.3,0.000186546759623227,2.5,2.3
ENSG00000215241,LINC02449,-2.2,0.0418582030013623,0.1,0.973129757247696,2.2,0.1
ENSG00000215277,RNF212B,-2.9,0.0028306906783087,-2.2,0.0148615954917324,2.9,2.2
ENSG00000215311,NPM1P12,2.3,0.014956517543489,1.1,0.289363986379866,2.3,1.1
ENSG00000215374,FAM66B,1.7,0.0367001552293665,-0.7,0.586307671663509,1.7,0.7
ENSG00000215375,MYL5,-2.0,0.0030260081796777,-0.6,0.487006813390175,2.0,0.6
ENSG00000215417,MIR17HG,-1.5,0.0078310714530393,-1.4,0.055186015625347,1.5,1.4
ENSG00000215475,SIAH3,-3.1,0.0027434842045242,-3.3,0.0063167398513876,3.1,3.3
ENSG00000215493,ENSG00000215493,-1.9,0.0069161595164085,-0.2,0.800274826359163,1.9,0.2
ENSG00000215533,LINC00189,-2.7,0.0151974545661464,-0.8,0.386988697784153,2.7,0.8
ENSG00000215548,FRG1JP,-1.5,0.0170822528704403,-0.5,0.692537311568631,1.5,0.5
ENSG00000215559,ANKRD20A11P,-2.0,0.0080970188961451,-0.7,0.228238466756713,2.0,0.7
ENSG00000215580,BCORP1,-2.8,0.0310554209447204,1.7,0.217714762917642,2.8,1.7
ENSG00000215784,FAM72D,-2.1,0.0124655878543582,-1.2,0.213635962955375,2.1,1.2
ENSG00000215833,QRSL1P1,-2.6,0.016077180715012,-0.9,0.582367824792553,2.6,0.9
ENSG00000215845,TSTD1,-2.0,0.0096508399050409,-1.2,0.106110172130248,2.0,1.2
ENSG00000215859,PDZK1P1,-2.3,0.000703365672507087,-0.4,0.66270024441708,2.3,0.4
ENSG00000215861,ENSG00000215861,2.3,0.0073349583121148,-1.2,0.0209439343774954,2.3,1.2
ENSG00000215912,TTC34,-2.8,0.000160147960748568,-2.8,0.0033622176102714,2.8,2.8
ENSG00000216306,KRT19P2,-2.3,0.0251706418015943,-3.1,0.0016917728910403,2.3,3.1
ENSG00000216316,ENSG00000216316,-2.9,0.0012558887613146,-0.7,0.551540331844602,2.9,0.7
ENSG00000216809,ENSG00000216809,-4.0,2.27998705074394e-07,-2.8,0.0044607909871815,4.0,2.8
ENSG00000216863,LY86-AS1,-2.9,0.0024409039037954,-1.5,0.272176227406468,2.9,1.5
ENSG00000217078,ENSG00000217078,-3.6,0.000729415177512388,-0.1,0.940966189431955,3.6,0.1
ENSG00000217231,ENSG00000217231,-3.1,0.00052041755859448,-0.2,0.930801865092126,3.1,0.2
ENSG00000217624,YWHAZP10,-2.5,0.000402396579937153,-0.7,0.59007785257986,2.5,0.7
ENSG00000217643,PTGES3P2,-1.7,0.0011762309989047,0.4,0.660555115897161,1.7,0.4
ENSG00000217930,PAM16,-1.9,0.0280025104633721,-1.0,0.208281684833602,1.9,1.0
ENSG00000218027,ENSG00000218027,1.8,0.0198063147298749,-0.3,0.847091768491456,1.8,0.3
ENSG00000218226,TATDN2P2,-1.6,0.0090629963698196,-0.5,0.595660603127968,1.6,0.5
ENSG00000218313,ENSG00000218313,2.0,0.000192424861516432,0.9,0.256257197608511,2.0,0.9
ENSG00000218357,LINC01644,-3.6,0.00025279615387619,-0.1,0.958848121470846,3.6,0.1
ENSG00000218416,ENSG00000218416,-3.2,0.0021020883376578,-0.8,0.565467195982002,3.2,0.8
ENSG00000218424,NDUFS5P1,-4.4,6.8100820276372e-11,0.5,0.74153322768831,4.4,0.5
ENSG00000218428,NIP7P3,-1.9,0.0047849024789208,-0.5,0.477040490809569,1.9,0.5
ENSG00000218565,ENSG00000218565,-4.0,1.49940311749492e-05,0.7,0.665259702207524,4.0,0.7
ENSG00000218586,ENSG00000218586,1.5,0.0045960088952355,-0.7,0.294225380237249,1.5,0.7
ENSG00000218682,ENSG00000218682,-3.4,3.49797226783098e-05,-1.9,0.171326648582478,3.4,1.9
ENSG00000218823,PAPOLB,-1.9,0.004583737614295,-1.3,0.137287785832689,1.9,1.3
ENSG00000219085,NPM1P37,-1.5,0.0036604686292868,-0.1,0.916353004378729,1.5,0.1
ENSG00000219102,HNRNPA3P12,-2.1,0.0310566887330299,-3.3,0.0024230906379956,2.1,3.3
ENSG00000219133,ENSG00000219133,-1.8,0.001535524414538,-0.6,0.502214172433988,1.8,0.6
ENSG00000219274,RPS20P2,2.1,0.000761353833045834,1.0,0.0689218928823206,2.1,1.0
ENSG00000219395,HSPA8P15,-1.8,0.0245856391476143,-1.8,0.0349474736268397,1.8,1.8
ENSG00000219565,ZNF259P1,1.9,0.0142686938296973,-0.5,0.624267604738289,1.9,0.5
ENSG00000219682,ENSG00000219682,-1.7,0.0087451399993206,-2.3,0.000340514336420892,1.7,2.3
ENSG00000219881,GAPDHP42,-2.7,0.0019846778856315,-0.1,0.961882455557893,2.7,0.1
ENSG00000220201,ZGLP1,-2.3,0.008157384396783,-2.7,0.0183237134741624,2.3,2.7
ENSG00000220305,HNRNPH1P1,-2.2,6.95966308069257e-05,0.2,0.828711032669642,2.2,0.2
ENSG00000220446,ENSG00000220446,-2.3,0.0312443308251778,-0.6,0.722975073274847,2.3,0.6
ENSG00000220581,VN1R12P,-2.9,0.0088408634613574,-0.9,0.540139028244448,2.9,0.9
ENSG00000220600,ENSG00000220600,-2.4,0.0478011578636169,-0.5,0.792077818145441,2.4,0.5
ENSG00000220785,MTMR9LP,-2.0,0.0151216595181211,-2.1,8.83849003794612e-05,2.0,2.1
ENSG00000221042,ENSG00000221042,-2.7,0.0159987370558695,-0.2,0.934092474798662,2.7,0.2
ENSG00000221340,RNU6ATAC18P,-2.4,0.0299344469644328,-2.2,0.0588800046248848,2.4,2.2
ENSG00000221406,MIR320B2,-3.0,0.0015958370232429,0.8,0.607612668817801,3.0,0.8
ENSG00000221539,SNORD99,-2.2,0.0032969014784438,-1.0,0.325136304806183,2.2,1.0
ENSG00000221716,SNORA11,3.1,2.47815266011786e-05,0.9,0.358166519788423,3.1,0.9
ENSG00000221783,MIR1183,-2.7,0.0124278955764099,-1.5,0.264684967488298,2.7,1.5
ENSG00000221806,RNU6ATAC34P,-2.5,0.0118518339209089,-0.1,0.972262042758403,2.5,0.1
ENSG00000221838,AP4M1,-2.1,1.03646873271688e-05,-0.2,0.896552449175562,2.1,0.2
ENSG00000221949,LINC01465,-1.9,0.0075928058279932,-1.1,0.107553574663484,1.9,1.1
ENSG00000221953,C1orf229,-2.5,0.0233523018939337,1.1,0.494439693396953,2.5,1.1
ENSG00000222004,LINC02860,-2.6,0.000161876874766108,-0.5,0.740160019275849,2.6,0.5
ENSG00000222033,LINC01124,-2.4,0.047893794249917,-1.3,0.388643950432756,2.4,1.3
ENSG00000222037,IGLC6,-2.3,0.0029416332952879,-0.2,0.89727135652915,2.3,0.2
ENSG00000222046,DCDC2B,-2.3,0.000385082883318233,-2.5,0.000111723247118672,2.3,2.5
ENSG00000222068,RN7SKP154,-3.0,0.0068587122266313,-4.9,8.2412328461878e-11,3.0,4.9
ENSG00000222092,RNU6-908P,2.8,4.13481359335845e-05,0.6,0.669173754248062,2.8,0.6
ENSG00000222266,RNU6-757P,-2.2,0.002750558600331,0.5,0.626358397034865,2.2,0.5
ENSG00000222276,RNU2-33P,-3.7,1.8853132379954e-05,-0.1,0.96368771706795,3.7,0.1
ENSG00000222303,RNU6-935P,-2.4,0.0065819267854201,-0.5,0.690241767404648,2.4,0.5
ENSG00000222320,RNU6-1050P,-4.0,0.000158935105037871,-1.4,0.302012952485051,4.0,1.4
ENSG00000222351,RNY1P15,-2.0,0.028272779908884,-3.3,0.0011902961792193,2.0,3.3
ENSG00000222489,SNORA79B,2.1,3.76504643554591e-06,2.2,5.77469641794858e-05,2.1,2.2
ENSG00000222594,RN7SKP235,-2.4,0.0433818984153191,-2.1,0.109164741363143,2.4,2.1
ENSG00000222629,RNU2-42P,-2.3,0.0418229563815287,0.8,0.61651945317564,2.3,0.8
ENSG00000222767,Y_RNA,-2.6,0.0142163174720758,0.4,0.76911687926237,2.6,0.4
ENSG00000222810,RNU2-68P,-1.6,0.0033774121898949,-1.1,0.185520720797644,1.6,1.1
ENSG00000222872,RNU4-78P,-2.4,0.0350005370801092,-0.1,0.959743167999789,2.4,0.1
ENSG00000222969,RN7SKP8,1.7,0.000314604322084857,-0.5,0.333359446713828,1.7,0.5
ENSG00000223305,RN7SKP30,-2.4,0.0027181476579042,0.8,0.442555643301345,2.4,0.8
ENSG00000223356,ENSG00000223356,-2.2,0.0431062682558977,-1.7,0.247293472007408,2.2,1.7
ENSG00000223387,LINC02068,-3.7,6.0819506952887e-05,-2.0,0.0540054854175579,3.7,2.0
ENSG00000223409,RPL17P17,-1.9,0.0465203528093397,-1.4,0.155005833496027,1.9,1.4
ENSG00000223462,ENSG00000223462,-4.3,5.64027897266154e-06,-3.2,0.0060463487106118,4.3,3.2
ENSG00000223478,ENSG00000223478,-1.7,0.0351773601893498,2.0,0.0253395697696713,1.7,2.0
ENSG00000223484,TRPC6P,-3.6,3.82352377474504e-05,-2.6,0.0228456321339071,3.6,2.6
ENSG00000223500,RNF14P4,-2.5,0.0079641039485172,-0.7,0.633016332694269,2.5,0.7
ENSG00000223519,KIF28P,-2.8,3.27026451584825e-07,-1.1,0.136934007592018,2.8,1.1
ENSG00000223525,RABGAP1L-IT1,-1.8,0.0083192097396876,0.3,0.729022249720065,1.8,0.3
ENSG00000223542,ENSG00000223542,-3.6,0.000388275043764543,-3.7,6.18096969997949e-06,3.6,3.7
ENSG00000223559,ENSG00000223559,1.6,0.0414200752415514,1.1,0.0200935989424797,1.6,1.1
ENSG00000223586,LINC01312,-2.7,0.0193384262454099,-3.2,1.00079390935021e-05,2.7,3.2
ENSG00000223599,ENSG00000223599,-2.3,0.0011808347676859,-1.1,0.231193787658761,2.3,1.1
ENSG00000223675,ENSG00000223675,-2.6,0.0380050291969931,-0.7,0.690518866964903,2.6,0.7
ENSG00000223688,RPS24P14,-4.2,1.66697274802558e-05,-2.4,0.0716912810699598,4.2,2.4
ENSG00000223697,ENSG00000223697,-2.0,0.000389602950521432,-0.9,0.264599120420768,2.0,0.9
ENSG00000223705,NSUN5P1,-1.8,4.48326265074546e-05,-0.8,0.0997855335750183,1.8,0.8
ENSG00000223711,ENSG00000223711,-2.5,0.0222711190760536,-1.5,0.345450671256835,2.5,1.5
ENSG00000223725,ENSG00000223725,-2.2,0.0065620390228584,-0.3,0.804147180201001,2.2,0.3
ENSG00000223749,MIR503HG,-2.7,0.014521927540877,-0.2,0.890235413961783,2.7,0.2
ENSG00000223754,ENSG00000223754,-2.2,0.0315891416764642,-0.9,0.505115972930124,2.2,0.9
ENSG00000223770,CACNA2D1-AS1,2.0,8.43376764544196e-07,0.3,0.716100992652451,2.0,0.3
ENSG00000223787,ENSG00000223787,-2.7,0.000497961760755041,-1.3,0.189210128771474,2.7,1.3
ENSG00000223797,ENTPD3-AS1,-1.8,0.0035082293050048,-0.3,0.760437199420656,1.8,0.3
ENSG00000223813,ENSG00000223813,-2.2,0.0056090086558917,-0.6,0.731331897487199,2.2,0.6
ENSG00000223820,CFL1P1,-2.3,0.0019241580209079,-0.1,0.964353877694367,2.3,0.1
